epoch,step,test_group_l1,test_hsic,test_hsic_reg,test_l0_penalty,test_l0_reg,test_loss_x,test_notears,test_score_sparse,test_x_mae,test_x_r2,test_x_rmse,train_group_l1,train_hsic,train_hsic_reg,train_l0_penalty,train_l0_reg,train_loss_x,train_notears,train_score_sparse,train_x_mae,train_x_r2,train_x_rmse,val_group_l1,val_hsic,val_hsic_reg,val_l0_penalty,val_l0_reg,val_loss,val_loss_x,val_notears,val_score_sparse,val_x_mae,val_x_r2,val_x_rmse
58,884,,,,,,,,,,,,0.0,4.570691453409381e-05,0.0,0.0,0.0,0.021084649488329887,0.0,0.4269760549068451,0.11473168432712555,-0.036233898252248764,0.14512403309345245,,,,,,,,,,,,
59,899,,,,,,,,,,,,,,,,,,,,,,,0.0,4.485691897571087e-05,0.0,0.0,0.0,0.02004249207675457,0.02004249207675457,0.0,0.8999999761581421,0.11182118207216263,0.007917050272226334,0.14156796038150787
59,899,,,,,,,,,,,,0.0,4.502776937442832e-05,0.0,0.0,0.0,0.020373035222291946,0.0,0.47332265973091125,0.11317780613899231,-0.0016571629093959928,0.14272671937942505,,,,,,,,,,,,
60,914,,,,,,,,,,,,,,,,,,,,,,,0.0,4.465695747057907e-05,0.0,0.0,0.0,0.02059808373451233,0.02059808373451233,0.0,0.8999999761581421,0.11668330430984497,-0.01957722194492817,0.1435164511203766
60,914,,,,,,,,,,,,0.0,4.510811049840413e-05,0.0,0.0,0.0,0.020459938794374466,0.0,0.42634665966033936,0.11297068744897842,-0.006020398810505867,0.14303340017795563,,,,,,,,,,,,
61,929,,,,,,,,,,,,,,,,,,,,,,,0.0,4.476210961001925e-05,0.0,0.0,0.0,0.020105905830860138,0.020105905830860138,0.0,0.8999999761581421,0.11351772397756577,0.004782424308359623,0.14179159700870514
61,929,,,,,,,,,,,,0.0,4.572359466692433e-05,0.0,0.0,0.0,0.02045515738427639,0.0,0.4965333342552185,0.113307423889637,-0.005639886483550072,0.14301042258739471,,,,,,,,,,,,
62,944,,,,,,,,,,,,,,,,,,,,,,,0.0,4.501518560573459e-05,0.0,0.0,0.0,0.02017572522163391,0.02017572522163391,0.0,0.8999999761581421,0.11067254841327667,0.0013146250275895,0.14203789830207825
62,944,,,,,,,,,,,,0.0,4.529742000158876e-05,0.0,0.0,0.0,0.020328277722001076,0.0,0.45317330956459045,0.1131114736199379,0.0004921066574752331,0.14257356524467468,,,,,,,,,,,,
63,959,,,,,,,,,,,,,,,,,,,,,,,0.0,4.523909228737466e-05,0.0,0.0,0.0,0.020653968676924706,0.020653968676924706,0.0,0.8999999761581421,0.1101270243525505,-0.02236926183104515,0.14371171593666077
63,959,,,,,,,,,,,,0.0,4.601983891916461e-05,0.0,0.0,0.0,0.020359370857477188,0.0,0.4296320080757141,0.11328739672899246,-0.0009428568300791085,0.1426686942577362,,,,,,,,,,,,
64,974,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5078795665176585e-05,0.0,0.0,0.0,0.02079039253294468,0.02079039253294468,0.0,0.8999999761581421,0.11747657507658005,-0.029097415506839752,0.14418485760688782
64,974,,,,,,,,,,,,0.0,4.586465729516931e-05,0.0,0.0,0.0,0.020981425419449806,0.0,0.4926932752132416,0.11397062987089157,-0.03162645548582077,0.1448167860507965,,,,,,,,,,,,
65,989,,,,,,,,,,,,,,,,,,,,,,,0.0,4.480498319026083e-05,0.0,0.0,0.0,0.020342547446489334,0.020342547446489334,0.0,0.8999999761581421,0.11513088643550873,-0.00692908838391304,0.14262351393699646
65,989,,,,,,,,,,,,0.0,4.5661767217097804e-05,0.0,0.0,0.0,0.020802993327379227,0.0,0.44043734669685364,0.11409483104944229,-0.022773712873458862,0.144195094704628,,,,,,,,,,,,
66,1004,,,,,,,,,,,,,,,,,,,,,,,0.0,4.471542706596665e-05,0.0,0.0,0.0,0.020051859319210052,0.020051859319210052,0.0,0.8999999761581421,0.11163301020860672,0.0074532609432935715,0.14160104095935822
66,1004,,,,,,,,,,,,0.0,4.558670843834989e-05,0.0,0.0,0.0,0.02049904316663742,0.0,0.4690026640892029,0.1131172776222229,-0.00818057544529438,0.14316436648368835,,,,,,,,,,,,
67,1019,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4789125240640715e-05,0.0,0.0,0.0,0.020083803683519363,0.020083803683519363,0.0,0.8999999761581421,0.11115258932113647,0.005869424901902676,0.14171384274959564
67,1019,,,,,,,,,,,,0.0,4.497148984228261e-05,0.0,0.0,0.0,0.020424682646989822,0.0,0.4607360064983368,0.11312776058912277,-0.004257262218743563,0.14291034638881683,,,,,,,,,,,,
68,1034,,,,,,,,,,,,,,,,,,,,,,,0.0,4.469668783713132e-05,0.0,0.0,0.0,0.020053772255778313,0.020053772255778313,0.0,0.8999999761581421,0.11126137524843216,0.007356919813901186,0.14160782098770142
68,1034,,,,,,,,,,,,0.0,4.5022443373454735e-05,0.0,0.0,0.0,0.02029135264456272,0.0,0.4792639911174774,0.11317817866802216,0.0022839580196887255,0.14244382083415985,,,,,,,,,,,,
69,1049,,,,,,,,,,,,,,,,,,,,,,,0.0,4.483752854866907e-05,0.0,0.0,0.0,0.020034169778227806,0.020034169778227806,0.0,0.8999999761581421,0.1120963990688324,0.008329950273036957,0.14153853058815002
69,1049,,,,,,,,,,,,0.0,4.578532389132306e-05,0.0,0.0,0.0,0.02032092958688736,0.0,0.46538659930229187,0.11265470087528229,0.0008111590286716819,0.1425449252128601,,,,,,,,,,,,
70,1064,,,,,,,,,,,,,,,,,,,,,,,0.0,4.488414560910314e-05,0.0,0.0,0.0,0.020174818113446236,0.020174818113446236,0.0,0.8999999761581421,0.11402558535337448,0.0013717134715989232,0.1420343667268753
70,1064,,,,,,,,,,,,0.0,4.516605622484349e-05,0.0,0.0,0.0,0.020293280482292175,0.0,0.44657063484191895,0.1127779632806778,0.0022468313109129667,0.14244000613689423,,,,,,,,,,,,
71,1079,,,,,,,,,,,,,,,,,,,,,,,0.0,4.487272599362768e-05,0.0,0.0,0.0,0.020869554951786995,0.020869554951786995,0.0,0.8999999761581421,0.11004073172807693,-0.03304300084710121,0.14445984363555908
71,1079,,,,,,,,,,,,0.0,4.531530066742562e-05,0.0,0.0,0.0,0.02059830166399479,0.0,0.4445759356021881,0.11371534317731857,-0.012923525646328926,0.1435108780860901,,,,,,,,,,,,
72,1094,,,,,,,,,,,,,,,,,,,,,,,0.0,4.470105341169983e-05,0.0,0.0,0.0,0.02097359485924244,0.02097359485924244,0.0,0.8999999761581421,0.10999107360839844,-0.03819413483142853,0.1448194682598114
72,1094,,,,,,,,,,,,0.0,4.4363005144987255e-05,0.0,0.0,0.0,0.02101217396557331,0.0,0.5331733226776123,0.1147148609161377,-0.03340655937790871,0.14492662250995636,,,,,,,,,,,,
73,1109,,,,,,,,,,,,,,,,,,,,,,,0.0,4.463074583327398e-05,0.0,0.0,0.0,0.020102478563785553,0.020102478563785553,0.0,0.8999999761581421,0.11333952844142914,0.004952609073370695,0.14177949726581573
73,1109,,,,,,,,,,,,0.0,4.557092324830592e-05,0.0,0.0,0.0,0.020741665735840797,0.0,0.4463466703891754,0.11332356929779053,-0.019744576886296272,0.1439840942621231,,,,,,,,,,,,
74,1124,,,,,,,,,,,,,,,,,,,,,,,0.0,4.459589035832323e-05,0.0,0.0,0.0,0.023931065574288368,0.023931065574288368,0.0,0.8999999761581421,0.12907646596431732,-0.18457037210464478,0.1546926200389862
74,1124,,,,,,,,,,,,0.0,4.51080450147856e-05,0.0,0.0,0.0,0.021759603172540665,0.0,0.43649062514305115,0.11622609198093414,-0.07005579769611359,0.1474209725856781,,,,,,,,,,,,
75,1139,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4780255848309025e-05,0.0,0.0,0.0,0.020939068868756294,0.020939068868756294,0.0,0.8999999761581421,0.11001812666654587,-0.03648461773991585,0.14470021426677704
75,1139,,,,,,,,,,,,0.0,4.489519415074028e-05,0.0,0.0,0.0,0.021802490577101707,0.0,0.45365336537361145,0.11649081856012344,-0.07163896411657333,0.14754615724086761,,,,,,,,,,,,
76,1154,,,,,,,,,,,,,,,,,,,,,,,0.0,4.455602174857631e-05,0.0,0.0,0.0,0.02137346751987934,0.02137346751987934,0.0,0.8999999761581421,0.11023757606744766,-0.05799268186092377,0.14619359374046326
76,1154,,,,,,,,,,,,0.0,4.48327737103682e-05,0.0,0.0,0.0,0.02196531929075718,0.0,0.4959786534309387,0.11675997823476791,-0.07956041395664215,0.14809609949588776,,,,,,,,,,,,
77,1169,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4587479351321235e-05,0.0,0.0,0.0,0.020118487998843193,0.020118487998843193,0.0,0.8999999761581421,0.11100568622350693,0.004152744077146053,0.14183615148067474
77,1169,,,,,,,,,,,,0.0,4.524199539446272e-05,0.0,0.0,0.0,0.020784646272659302,0.0,0.5140587091445923,0.11389829963445663,-0.02191680297255516,0.14415541291236877,,,,,,,,,,,,
78,1184,,,,,,,,,,,,,,,,,,,,,,,0.0,4.459192859940231e-05,0.0,0.0,0.0,0.02088153176009655,0.02088153176009655,0.0,0.8999999761581421,0.11004292219877243,-0.03363418206572533,0.14450125396251678
78,1184,,,,,,,,,,,,0.0,4.481357245822437e-05,0.0,0.0,0.0,0.020693721249699593,0.0,0.46369069814682007,0.11354036629199982,-0.017181336879730225,0.14381660521030426,,,,,,,,,,,,
79,1199,,,,,,,,,,,,,,,,,,,,,,,0.0,4.458227340364829e-05,0.0,0.0,0.0,0.020091533660888672,0.020091533660888672,0.0,0.8999999761581421,0.1112346202135086,0.005488375201821327,0.141741082072258
79,1199,,,,,,,,,,,,0.0,4.5212880650069565e-05,0.0,0.0,0.0,0.020561164245009422,0.0,0.403359979391098,0.1136026605963707,-0.01101336907595396,0.14336565136909485,,,,,,,,,,,,
80,1214,,,,,,,,,,,,,,,,,,,,,,,0.0,4.464339144760743e-05,0.0,0.0,0.0,0.020063241943717003,0.020063241943717003,0.0,0.8999999761581421,0.1126541718840599,0.006893578451126814,0.14164111018180847
80,1214,,,,,,,,,,,,0.0,4.5322281948756427e-05,0.0,0.0,0.0,0.020669791847467422,0.0,0.4608106315135956,0.11371845752000809,-0.0163328405469656,0.14374403655529022,,,,,,,,,,,,
81,1229,,,,,,,,,,,,,,,,,,,,,,,0.0,4.473266744753346e-05,0.0,0.0,0.0,0.020086269825696945,0.020086269825696945,0.0,0.8999999761581421,0.1129646971821785,0.005754000972956419,0.14172235131263733
81,1229,,,,,,,,,,,,0.0,4.5160380977904424e-05,0.0,0.0,0.0,0.020549213513731956,0.0,0.5094826817512512,0.11326111853122711,-0.010607549920678139,0.1433427631855011,,,,,,,,,,,,
82,1244,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4617325329454616e-05,0.0,0.0,0.0,0.020768750458955765,0.020768750458955765,0.0,0.8999999761581421,0.11002692580223083,-0.028049802407622337,0.14411045610904694
82,1244,,,,,,,,,,,,0.0,4.503699892666191e-05,0.0,0.0,0.0,0.02021678537130356,0.0,0.44283732771873474,0.11233560740947723,0.005982748698443174,0.1421738564968109,,,,,,,,,,,,
83,1259,,,,,,,,,,,,,,,,,,,,,,,0.0,4.471005013328977e-05,0.0,0.0,0.0,0.0200831089168787,0.0200831089168787,0.0,0.8999999761581421,0.11261928826570511,0.005910079460591078,0.14171123504638672
83,1259,,,,,,,,,,,,0.0,4.538918437901884e-05,0.0,0.0,0.0,0.021267015486955643,0.0,0.3917333781719208,0.11474569141864777,-0.046112027019262314,0.14577513933181763,,,,,,,,,,,,
84,1274,,,,,,,,,,,,,,,,,,,,,,,0.0,4.439598706085235e-05,0.0,0.0,0.0,0.020043138414621353,0.020043138414621353,0.0,0.8999999761581421,0.11214955151081085,0.007888483814895153,0.14157013595104218
84,1274,,,,,,,,,,,,0.0,4.4406573579180986e-05,0.0,0.0,0.0,0.020237738266587257,0.0,0.44900259375572205,0.1124202236533165,0.004975419491529465,0.1422518491744995,,,,,,,,,,,,
85,1289,,,,,,,,,,,,,,,,,,,,,,,0.0,4.450462438398972e-05,0.0,0.0,0.0,0.020098324865102768,0.020098324865102768,0.0,0.8999999761581421,0.11306899785995483,0.0051586320623755455,0.14176484942436218
85,1289,,,,,,,,,,,,0.0,4.5754106395179406e-05,0.0,0.0,0.0,0.020382016897201538,0.0,0.48018133640289307,0.11307602375745773,-0.002087447326630354,0.1427597999572754,,,,,,,,,,,,
86,1304,,,,,,,,,,,,,,,,,,,,,,,0.0,4.46726189693436e-05,0.0,0.0,0.0,0.02026122808456421,0.02026122808456421,0.0,0.8999999761581421,0.11049267649650574,-0.002917506964877248,0.1423385739326477
86,1304,,,,,,,,,,,,0.0,4.49970320914872e-05,0.0,0.0,0.0,0.020733388140797615,0.0,0.44657066464424133,0.11367842555046082,-0.01946808584034443,0.14392510056495667,,,,,,,,,,,,
87,1319,,,,,,,,,,,,,,,,,,,,,,,0.0,4.450497726793401e-05,0.0,0.0,0.0,0.020467348396778107,0.020467348396778107,0.0,0.8999999761581421,0.11592084914445877,-0.013105415739119053,0.14306028187274933
87,1319,,,,,,,,,,,,0.0,4.486134275794029e-05,0.0,0.0,0.0,0.02113555744290352,0.0,0.41623467206954956,0.11423932015895844,-0.03913041204214096,0.14534002542495728,,,,,,,,,,,,
88,1334,,,,,,,,,,,,,,,,,,,,,,,0.0,4.444848309503868e-05,0.0,0.0,0.0,0.020041128620505333,0.020041128620505333,0.0,0.8999999761581421,0.11254863440990448,0.007988729514181614,0.14156299829483032
88,1334,,,,,,,,,,,,0.0,4.533795072347857e-05,0.0,0.0,0.0,0.02090364135801792,0.0,0.46354132890701294,0.11426853388547897,-0.027746692299842834,0.14455416798591614,,,,,,,,,,,,
89,1349,,,,,,,,,,,,,,,,,,,,,,,0.0,4.47503880423028e-05,0.0,0.0,0.0,0.020218444988131523,0.020218444988131523,0.0,0.8999999761581421,0.11063285917043686,-0.0007987846620380878,0.1421881765127182
89,1349,,,,,,,,,,,,0.0,4.572835678118281e-05,0.0,0.0,0.0,0.02055530622601509,0.0,0.406090646982193,0.11343298107385635,-0.01073415670543909,0.14335042238235474,,,,,,,,,,,,
90,1364,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4860738853458315e-05,0.0,0.0,0.0,0.020086735486984253,0.020086735486984253,0.0,0.8999999761581421,0.11129999905824661,0.005724803078919649,0.14172419905662537
90,1364,,,,,,,,,,,,0.0,4.508389611146413e-05,0.0,0.0,0.0,0.020686117932200432,0.0,0.4553493559360504,0.11420395970344543,-0.01708981953561306,0.14380787312984467,,,,,,,,,,,,
91,1379,,,,,,,,,,,,,,,,,,,,,,,0.0,4.484994133235887e-05,0.0,0.0,0.0,0.020043479278683662,0.020043479278683662,0.0,0.8999999761581421,0.11221770942211151,0.007869713939726353,0.14157138764858246
91,1379,,,,,,,,,,,,0.0,4.542655369732529e-05,0.0,0.0,0.0,0.020362399518489838,0.0,0.5238399505615234,0.11276844143867493,-0.0011441727401688695,0.1426929533481598,,,,,,,,,,,,
92,1394,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5054126530885696e-05,0.0,0.0,0.0,0.0201166570186615,0.0201166570186615,0.0,0.8999999761581421,0.11119963228702545,0.004242196679115295,0.14182975888252258
92,1394,,,,,,,,,,,,0.0,4.597554652718827e-05,0.0,0.0,0.0,0.020350070670247078,0.0,0.44066134095191956,0.11296822875738144,-0.0004687368927989155,0.14264202117919922,,,,,,,,,,,,
93,1409,,,,,,,,,,,,,,,,,,,,,,,0.0,4.503447416936979e-05,0.0,0.0,0.0,0.0200763288885355,0.0200763288885355,0.0,0.8999999761581421,0.11237481981515884,0.00624353950843215,0.14168737828731537
93,1409,,,,,,,,,,,,0.0,4.560230081551708e-05,0.0,0.0,0.0,0.020236622542142868,0.0,0.49110403656959534,0.11254202574491501,0.005090475548058748,0.14224787056446075,,,,,,,,,,,,
94,1424,,,,,,,,,,,,,,,,,,,,,,,0.0,4.484289820538834e-05,0.0,0.0,0.0,0.020437121391296387,0.020437121391296387,0.0,0.8999999761581421,0.1101912260055542,-0.01162938866764307,0.14295516908168793
94,1424,,,,,,,,,,,,0.0,4.510155849857256e-05,0.0,0.0,0.0,0.020403865724802017,0.0,0.48232531547546387,0.11317414045333862,-0.003211456350982189,0.14281822741031647,,,,,,,,,,,,
95,1439,,,,,,,,,,,,,,,,,,,,,,,0.0,4.509432255872525e-05,0.0,0.0,0.0,0.02034180983901024,0.02034180983901024,0.0,0.8999999761581421,0.11035279184579849,-0.006910562049597502,0.14262144267559052
95,1439,,,,,,,,,,,,0.0,4.5944056182634085e-05,0.0,0.0,0.0,0.02166404016315937,0.0,0.4434666633605957,0.11617963016033173,-0.06516934931278229,0.14711007475852966,,,,,,,,,,,,
96,1454,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5362063247011974e-05,0.0,0.0,0.0,0.020091824233531952,0.020091824233531952,0.0,0.8999999761581421,0.11283714324235916,0.005476135294884443,0.1417420655488968
96,1454,,,,,,,,,,,,0.0,4.589845411828719e-05,0.0,0.0,0.0,0.020656324923038483,0.0,0.47922131419181824,0.11352217942476273,-0.015579796396195889,0.14370429515838623,,,,,,,,,,,,
97,1469,,,,,,,,,,,,,,,,,,,,,,,0.0,4.499884744291194e-05,0.0,0.0,0.0,0.020124658942222595,0.020124658942222595,0.0,0.8999999761581421,0.11356034129858017,0.003853557864204049,0.14185772836208344
97,1469,,,,,,,,,,,,0.0,4.536328560789116e-05,0.0,0.0,0.0,0.020359553396701813,0.0,0.4309226870536804,0.11307425051927567,-0.00096681754803285,0.14267919957637787,,,,,,,,,,,,
98,1484,,,,,,,,,,,,,,,,,,,,,,,0.0,4.4857486500404775e-05,0.0,0.0,0.0,0.020171156153082848,0.020171156153082848,0.0,0.8999999761581421,0.11403641104698181,0.0015530503587797284,0.14202147722244263
98,1484,,,,,,,,,,,,0.0,4.556027488433756e-05,0.0,0.0,0.0,0.020467892289161682,0.0,0.4190399646759033,0.11305951327085495,-0.00617553386837244,0.14304129779338837,,,,,,,,,,,,
99,1499,,,,,,,,,,,,,,,,,,,,,,,0.0,4.495426037465222e-05,0.0,0.0,0.0,0.020044265314936638,0.020044265314936638,0.0,0.8999999761581421,0.11148370057344437,0.007827297784388065,0.14157424867153168
99,1499,,,,,,,,,,,,0.0,4.5422319089993834e-05,0.0,0.0,0.0,0.020370779559016228,0.0,0.4569386839866638,0.11333433538675308,-0.0016120215877890587,0.14271637797355652,,,,,,,,,,,,
100,1514,,,,,,,,,,,,,,,,,,,,,,,0.0,4.501742296270095e-05,0.0,0.0,0.0,0.0204029381275177,0.0204029381275177,0.0,0.8999999761581421,0.11548342555761337,-0.009919021278619766,0.14283506572246552
100,1514,,,,,,,,,,,,0.0,4.584018824971281e-05,0.0,0.0,0.0,0.02051207423210144,0.0,0.48184528946876526,0.11303973197937012,-0.00850777979940176,0.14321160316467285,,,,,,,,,,,,
101,1529,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5196517021395266e-05,0.0,0.0,0.0,0.02011013776063919,0.02011013776063919,0.0,0.8999999761581421,0.11121656745672226,0.004564168397337198,0.14180679619312286
101,1529,,,,,,,,,,,,0.0,4.6023840695852414e-05,0.0,0.0,0.0,0.020596053451299667,0.0,0.48103463649749756,0.11381964385509491,-0.012603829614818096,0.14349710941314697,,,,,,,,,,,,
102,1544,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5353393943514675e-05,0.0,0.0,0.0,0.020117556676268578,0.020117556676268578,0.0,0.8999999761581421,0.11307533085346222,0.004203131888061762,0.14183276891708374
102,1544,,,,,,,,,,,,0.0,4.6002634917385876e-05,0.0,0.0,0.0,0.02045278437435627,0.0,0.40996265411376953,0.11309236288070679,-0.005584280472248793,0.14300498366355896,,,,,,,,,,,,
103,1545,,,,,,,,,,,,,,,,,,,,,,,0.0,4.5353393943514675e-05,0.0,0.0,0.0,0.020117556676268578,0.020117556676268578,0.0,0.8999999761581421,0.11307533085346222,0.004203131888061762,0.14183276891708374
103,1545,0.0,4.549885488813743e-05,0.0,0.0,0.0,0.02011299505829811,0.0,0.8999999761581421,0.11285123229026794,0.004489616956561804,0.14180849492549896,,,,,,,,,,,,,,,,,,,,,,,
