epoch,step,test_dec_cross_entropy,test_dec_self_entropy,test_enc_self_entropy,test_loss,test_mae,test_r2,test_rmse,train_dec_cross_entropy,train_dec_self_entropy,train_enc_self_entropy,train_loss,train_mae,train_r2,train_rmse,val_dec_cross_entropy,val_dec_self_entropy,val_enc_self_entropy,val_loss,val_mae,val_r2,val_rmse
0,63,,,,,,,,,,,,,,,2.2799463272094727,0.0,2.2055439949035645,3.663187265396118,1.4776159524917603,0.6378535628318787,1.9019476175308228
0,63,,,,,,,,2.267178535461426,0.0,2.25687575340271,5.8593878746032715,1.8634593486785889,0.44687706232070923,2.358664035797119,,,,,,,
1,127,,,,,,,,,,,,,,,2.2963643074035645,0.0,2.1835057735443115,2.4127635955810547,1.188623070716858,0.7609165906906128,1.5435980558395386
1,127,,,,,,,,2.285426378250122,0.0,2.2064101696014404,2.8468215465545654,1.3130137920379639,0.7310816049575806,1.6754028797149658,,,,,,,
2,191,,,,,,,,,,,,,,,2.296027660369873,0.0,2.1532299518585205,2.035351276397705,1.1020923852920532,0.7978026866912842,1.4202688932418823
2,191,,,,,,,,2.2973737716674805,0.0,2.1685829162597656,2.216801643371582,1.167960524559021,0.7894635796546936,1.4768322706222534,,,,,,,
3,255,,,,,,,,,,,,,,,2.2909786701202393,0.0,2.087625741958618,1.9147202968597412,1.0736875534057617,0.8102619051933289,1.3778185844421387
3,255,,,,,,,,2.294268846511841,0.0,2.119328260421753,1.873711347579956,1.0734716653823853,0.820233166217804,1.3594437837600708,,,,,,,
4,319,,,,,,,,,,,,,,,2.2381927967071533,0.0,2.0014994144439697,1.516251564025879,0.9487735033035278,0.8492246866226196,1.224260687828064
4,319,,,,,,,,2.267678737640381,0.0,2.0432302951812744,1.6497688293457031,1.004845142364502,0.840366005897522,1.2774773836135864,,,,,,,
5,383,,,,,,,,,,,,,,,2.14261531829834,0.0,1.9224668741226196,1.4869438409805298,0.9428975582122803,0.8526980876922607,1.2100045680999756
5,383,,,,,,,,2.1964292526245117,0.0,1.9692538976669312,1.419029951095581,0.9336484670639038,0.8649556636810303,1.1849337816238403,,,,,,,
6,447,,,,,,,,,,,,,,,2.035403251647949,0.0,1.8775783777236938,1.3131132125854492,0.8807224035263062,0.8689447045326233,1.138929009437561
6,447,,,,,,,,2.0972914695739746,0.0,1.90151047706604,1.3221837282180786,0.9028715491294861,0.8718262314796448,1.1429439783096313,,,,,,,
7,511,,,,,,,,,,,,,,,2.0305912494659424,0.0,1.8404898643493652,1.2433089017868042,0.8591346740722656,0.8756440877914429,1.1086852550506592
7,511,,,,,,,,2.023362159729004,0.0,1.8552803993225098,1.2908005714416504,0.891008198261261,0.876197099685669,1.1284698247909546,,,,,,,
8,575,,,,,,,,,,,,,,,1.9516377449035645,0.0,1.8077185153961182,1.216989517211914,0.8556584119796753,0.8788697719573975,1.095037817955017
