epoch,step,test_dec_cross_entropy,test_dec_self_entropy,test_enc_self_entropy,test_loss,test_mae,test_r2,test_rmse,train_dec_cross_entropy,train_dec_self_entropy,train_enc_self_entropy,train_loss,train_mae,train_r2,train_rmse,val_dec_cross_entropy,val_dec_self_entropy,val_enc_self_entropy,val_loss,val_mae,val_r2,val_rmse
0,63,,,,,,,,,,,,,,,2.2290396690368652,0.0,2.1670799255371094,3.0453686714172363,1.3531073331832886,0.709170937538147,1.7367749214172363
0,63,,,,,,,,2.209054946899414,0.0,2.1984052658081055,5.034789562225342,1.7063145637512207,0.5224118232727051,2.174840211868286,,,,,,,
1,127,,,,,,,,,,,,,,,2.2160558700561523,0.0,2.1689937114715576,2.517063856124878,1.2507319450378418,0.7583531737327576,1.5793495178222656
1,127,,,,,,,,2.205751895904541,0.0,2.1705758571624756,2.653228759765625,1.2683014869689941,0.7478592395782471,1.6150593757629395,,,,,,,
2,191,,,,,,,,,,,,,,,2.216625213623047,0.0,2.1677424907684326,1.878353476524353,1.0824006795883179,0.819827675819397,1.3663100004196167
2,191,,,,,,,,2.211536169052124,0.0,2.1767737865448,2.196699857711792,1.1565824747085571,0.7882093787193298,1.4711793661117554,,,,,,,
3,255,,,,,,,,,,,,,,,2.1972129344940186,0.0,2.1451566219329834,1.6669633388519287,1.024402379989624,0.840003490447998,1.2877551317214966
3,255,,,,,,,,2.201199769973755,0.0,2.1515064239501953,1.946625828742981,1.0928095579147339,0.8111575245857239,1.384641408920288,,,,,,,
4,319,,,,,,,,,,,,,,,2.129096031188965,0.0,2.108358860015869,1.6262325048446655,1.0142161846160889,0.8437368273735046,1.2730770111083984
4,319,,,,,,,,2.174984931945801,0.0,2.1291146278381348,1.7709614038467407,1.0498162508010864,0.8283266425132751,1.3221451044082642,,,,,,,
5,383,,,,,,,,,,,,,,,2.101515769958496,0.0,2.0578010082244873,1.498218059539795,0.9729418754577637,0.8558170795440674,1.2202707529067993
5,383,,,,,,,,2.1345467567443848,0.0,2.080451726913452,1.6219475269317627,0.9993093609809875,0.8428207635879517,1.267101764678955,,,,,,,
6,447,,,,,,,,,,,,,,,2.045349359512329,0.0,2.015657901763916,1.2496999502182007,0.8859801292419434,0.8798138499259949,1.11435067653656
6,447,,,,,,,,2.0593886375427246,0.0,2.035776138305664,1.4220671653747559,0.9310941100120544,0.8632201552391052,1.183666706085205,,,,,,,
7,511,,,,,,,,,,,,,,,1.942723274230957,0.0,1.9695022106170654,1.3650217056274414,0.9293930530548096,0.8684989213943481,1.1668741703033447
7,511,,,,,,,,2.0142581462860107,0.0,1.994364619255066,1.338271975517273,0.9051225781440735,0.8691648244857788,1.1469643115997314,,,,,,,
8,575,,,,,,,,,,,,,,,1.9686943292617798,0.0,1.9253979921340942,1.2192292213439941,0.8767247200012207,0.8823230266571045,1.1008694171905518
