epoch,step,train_dec_cross_entropy,train_dec_self_entropy,train_enc_self_entropy,train_loss,train_mae,train_r2,train_rmse,val_dec_cross_entropy,val_dec_self_entropy,val_enc_self_entropy,val_loss,val_mae,val_r2,val_rmse
0,63,,,,,,,,1.4453908205032349,0.0,2.232786178588867,2.439795732498169,1.237178921699524,0.7798448204994202,1.5572274923324585
0,63,1.5335078239440918,0.0,2.228670597076416,4.77406120300293,1.7044661045074463,0.5236165523529053,2.0833890438079834,,,,,,,
1,127,,,,,,,,1.5372918844223022,0.0,1.7854962348937988,2.7656826972961426,1.3602514266967773,0.7440054416656494,1.656338095664978
1,127,1.577162504196167,0.0,1.9717227220535278,2.257066011428833,1.1831508874893188,0.7794451117515564,1.4807542562484741,,,,,,,
2,191,,,,,,,,1.3505783081054688,0.0,1.744815468788147,1.9793795347213745,1.145003318786621,0.8215824961662292,1.4013689756393433
2,191,1.4085971117019653,0.0,1.809651494026184,2.117327928543091,1.1628574132919312,0.7904837727546692,1.4349147081375122,,,,,,,
3,255,,,,,,,,1.411637544631958,0.0,1.6991451978683472,1.502211570739746,0.9695585370063782,0.8620848655700684,1.220779538154602
3,255,1.3836030960083008,0.0,1.7681570053100586,1.8033868074417114,1.0585380792617798,0.8203951120376587,1.3285439014434814,,,,,,,
