epoch,step,test_loss,test_mae,test_notears,test_r2,test_rmse,train_loss,train_mae,train_notears,train_r2,train_rmse,val_loss,val_mae,val_notears,val_r2,val_rmse
0,499,,,,,,,,,,,5.3910029237158597e-05,0.005300046410411596,0.0,0.9783651828765869,0.0070456815883517265
0,499,,,,,,0.0038230314385145903,0.02479911781847477,0.0,-0.8798008561134338,0.029871797189116478,,,,,
1,999,,,,,,,,,,,3.935082713724114e-05,0.004544103518128395,0.0,0.9839533567428589,0.00606499332934618
1,999,,,,,,5.961312126601115e-05,0.005064419470727444,0.0,0.979401171207428,0.006982279010117054,,,,,
2,1499,,,,,,,,,,,3.722360634128563e-05,0.004190484993159771,0.0,0.9846831560134888,0.005948341451585293
2,1499,,,,,,4.697669646702707e-05,0.0044947415590286255,0.0,0.9839751720428467,0.006212314590811729,,,,,
3,1999,,,,,,,,,,,3.369692785781808e-05,0.004547960124909878,0.0,0.9858315587043762,0.005693709943443537
3,1999,,,,,,4.2187464714515954e-05,0.004246768541634083,0.0,0.98568195104599,0.005857073701918125,,,,,
4,2499,,,,,,,,,,,3.37986130034551e-05,0.00462319003418088,0.0,0.9856804013252258,0.005715277511626482
4,2499,,,,,,3.796385135501623e-05,0.004078891593962908,0.0,0.9867792725563049,0.00561876967549324,,,,,
5,2999,,,,,,,,,,,2.9643675588886254e-05,0.0038862854707986116,0.0,0.987380862236023,0.0053749121725559235
5,2999,,,,,,3.454864781815559e-05,0.003902328433468938,0.0,0.9878795146942139,0.005387420300394297,,,,,
6,3499,,,,,,,,,,,2.3154350856202655e-05,0.0035665391478687525,0.0,0.990201473236084,0.004730324726551771
6,3499,,,,,,3.0512162993545644e-05,0.0037206823471933603,0.0,0.9890636205673218,0.005119520239531994,,,,,
7,3999,,,,,,,,,,,2.1864041627850384e-05,0.003627357305958867,0.0,0.990571141242981,0.00463032117113471
7,3999,,,,,,2.781937837426085e-05,0.0036129301879554987,0.0,0.9898228645324707,0.004948075395077467,,,,,
8,4499,,,,,,,,,,,1.7089269022108056e-05,0.003124259179458022,0.0,0.9926464557647705,0.0040874057449400425
8,4499,,,,,,2.3430984583683312e-05,0.00341612147167325,0.0,0.9910807609558105,0.004615992773324251,,,,,
9,4999,,,,,,,,,,,1.7265685528400354e-05,0.0032165106385946274,0.0,0.9924296140670776,0.004128169734030962
9,4999,,,,,,1.7749393009580672e-05,0.003052487736567855,0.0,0.9929127097129822,0.004098095931112766,,,,,
10,5000,,,,,,,,,,,1.7265685528400354e-05,0.0032165106385946274,0.0,0.9924296140670776,0.004128169734030962
10,5000,1.80123661266407e-05,0.0032597389072179794,0.0,0.9923657178878784,0.004207070451229811,,,,,,,,,,
