adaptive_cycle,adaptive_phase,adaptive_phase_epochs,epoch,step,train_group_l1,train_hsic,train_hsic_reg,train_l0_penalty,train_l0_reg,train_loss_x,train_notears,train_score_sparse,train_x_mae,train_x_r2,train_x_rmse,val_group_l1,val_hsic,val_hsic_reg,val_l0_penalty,val_l0_reg,val_loss,val_loss_x,val_notears,val_score_sparse,val_x_mae,val_x_r2,val_x_rmse
0.0,0.0,19.0,18,158,,,,,,,,,,,,0.0,0.013294520787894726,0.013294520787894726,34.191261291503906,0.0,0.03999031335115433,0.009591476060450077,0.017104314640164375,0.7611373066902161,0.07614362239837646,0.502633810043335,0.0979354977607727
,,,18,158,0.0,0.011476169340312481,0.011476169340312481,34.19218826293945,0.0,0.011071738786995411,0.017105283215641975,0.7611544132232666,0.08183165639638901,0.4272679090499878,0.10522042214870453,,,,,,,,,,,,
0.0,0.0,20.0,19,166,,,,,,,,,,,,0.0,0.013102712109684944,0.013102712109684944,34.191261291503906,0.0,0.03969139978289604,0.009484371170401573,0.017104314640164375,0.7611373066902161,0.07533245533704758,0.5081924200057983,0.09738696366548538
,,,19,166,0.0,0.011343676596879959,0.011343676596879959,34.19219207763672,0.0,0.011002449318766594,0.017105281352996826,0.7611544132232666,0.08146896213293076,0.43086451292037964,0.10488929599523544,,,,,,,,,,,,
0.0,0.0,21.0,20,174,,,,,,,,,,,,0.0,0.012898198328912258,0.012898198328912258,34.191261291503906,0.0,0.03937658667564392,0.009374072775244713,0.017104314640164375,0.7611373066902161,0.07484225928783417,0.5139095187187195,0.09681911021471024
,,,20,174,0.0,0.011226065456867218,0.011226065456867218,34.19219207763672,0.0,0.010878846980631351,0.017105283215641975,0.7611544132232666,0.08101563900709152,0.43725621700286865,0.10429906100034714,,,,,,,,,,,,
0.0,0.0,22.0,21,182,,,,,,,,,,,,0.0,0.012748215347528458,0.012748215347528458,34.191261291503906,0.0,0.039141494780778885,0.009288962930440903,0.017104314640164375,0.7611373066902161,0.07479061931371689,0.5183212161064148,0.0963786393404007
,,,21,182,0.0,0.011099444702267647,0.011099444702267647,34.19219207763672,0.0,0.010761769488453865,0.017105281352996826,0.7611544132232666,0.08041050285100937,0.44336041808128357,0.10373522341251373,,,,,,,,,,,,
0.0,0.0,23.0,22,190,,,,,,,,,,,,0.0,0.012626039795577526,0.012626039795577526,34.191261291503906,0.0,0.03892361745238304,0.009193262085318565,0.017104314640164375,0.7611373066902161,0.07425682246685028,0.5232846140861511,0.09588080644607544
,,,22,190,0.0,0.010982663370668888,0.010982663370668888,34.19219207763672,0.0,0.010699634440243244,0.017105283215641975,0.7611544728279114,0.08016376197338104,0.44652050733566284,0.10343512147665024,,,,,,,,,,,,
0.0,0.0,24.0,23,198,,,,,,,,,,,,0.0,0.012541000731289387,0.012541000731289387,34.191261291503906,0.0,0.03874298185110092,0.009097663685679436,0.017104314640164375,0.7611373066902161,0.07346989214420319,0.5282447338104248,0.09538082778453827
,,,23,198,0.0,0.010916387662291527,0.010916387662291527,34.19219207763672,0.0,0.010594071820378304,0.017105281352996826,0.7611544728279114,0.07987499982118607,0.45199835300445557,0.10292622447013855,,,,,,,,,,,,
0.0,0.0,25.0,24,206,,,,,,,,,,,,0.0,0.012439584359526634,0.012439584359526634,34.191261291503906,0.0,0.038556236773729324,0.009012339636683464,0.017104314640164375,0.7611373066902161,0.0737544596195221,0.5326629877090454,0.09493272751569748
,,,24,206,0.0,0.010773462243378162,0.010773462243378162,34.19218826293945,0.0,0.010574709624052048,0.017105283215641975,0.7611544728279114,0.07969622313976288,0.45295366644859314,0.10283038765192032,,,,,,,,,,,,
0.0,0.0,26.0,25,214,,,,,,,,,,,,0.0,0.012365751899778843,0.012365751899778843,34.191261291503906,0.0,0.03839927166700363,0.008929204195737839,0.017104314640164375,0.7611373066902161,0.0731121078133583,0.5369760394096375,0.09449371695518494
,,,25,214,0.0,0.010653492994606495,0.010653492994606495,34.19218826293945,0.0,0.010434402152895927,0.017105283215641975,0.7611544132232666,0.07899953424930573,0.4601689577102661,0.10214275866746902,,,,,,,,,,,,
0.0,0.0,27.0,26,222,,,,,,,,,,,,0.0,0.012276854366064072,0.012276854366064072,34.191261291503906,0.0,0.0382382832467556,0.008857115171849728,0.017104314640164375,0.7611373066902161,0.07247884571552277,0.5407155752182007,0.09411139786243439
,,,26,222,0.0,0.010591468773782253,0.010591468773782253,34.19218826293945,0.0,0.010434303432703018,0.017105281352996826,0.7611544132232666,0.07906551659107208,0.4602839946746826,0.10214818269014359,,,,,,,,,,,,
0.0,0.0,28.0,27,230,,,,,,,,,,,,0.0,0.012233841232955456,0.012233841232955456,34.191261291503906,0.0,0.038118522614240646,0.008780366741120815,0.017104314640164375,0.7611373066902161,0.07242347300052643,0.5446924567222595,0.09370283037424088
,,,27,230,0.0,0.010539724491536617,0.010539724491536617,34.19219207763672,0.0,0.01037280447781086,0.017105283215641975,0.7611544728279114,0.07878221571445465,0.4635002911090851,0.1018422394990921,,,,,,,,,,,,
0.0,0.0,29.0,28,238,,,,,,,,,,,,0.0,0.012186609208583832,0.012186609208583832,34.191261291503906,0.0,0.038011156022548676,0.00872022844851017,0.017104314640164375,0.7611373066902161,0.07282999157905579,0.547809898853302,0.09338144212961197
,,,28,238,0.0,0.010479037649929523,0.010479037649929523,34.19219207763672,0.0,0.010294201783835888,0.017105283215641975,0.7611544132232666,0.0783328264951706,0.46749818325042725,0.10145814716815948,,,,,,,,,,,,
0.0,0.0,30.0,29,246,,,,,,,,,,,,0.0,0.01202627643942833,0.01202627643942833,34.191261291503906,0.0,0.03772103786468506,0.008590446785092354,0.017104314640164375,0.7611373066902161,0.0718192383646965,0.5545361042022705,0.09268388897180557
,,,29,246,0.0,0.010386750102043152,0.010386750102043152,34.19219207763672,0.0,0.010243668220937252,0.017105283215641975,0.7611544132232666,0.07835462689399719,0.47002112865448,0.10120900720357895,,,,,,,,,,,,
0.0,0.0,31.0,30,254,,,,,,,,,,,,0.0,0.01197860762476921,0.01197860762476921,34.191261291503906,0.0,0.03756805509328842,0.008485130034387112,0.017104314640164375,0.7611373066902161,0.07189562916755676,0.5599943995475769,0.09211406856775284
,,,30,254,0.0,0.010272457264363766,0.010272457264363766,34.19219207763672,0.0,0.010161609388887882,0.017105283215641975,0.7611544728279114,0.0778888687491417,0.47434911131858826,0.10080301016569138,,,,,,,,,,,,
0.0,0.0,32.0,31,262,,,,,,,,,,,,0.0,0.011969288811087608,0.011969288811087608,34.191261291503906,0.0,0.03747484087944031,0.00840123649686575,0.017104314640164375,0.7611373066902161,0.07141680270433426,0.5643466114997864,0.09165743738412857
,,,31,262,0.0,0.010133469477295876,0.010133469477295876,34.19218826293945,0.0,0.010102622210979462,0.017105283215641975,0.7611544728279114,0.07774610817432404,0.4774430990219116,0.10051020234823227,,,,,,,,,,,,
0.0,0.0,33.0,32,270,,,,,,,,,,,,0.0,0.011932767927646637,0.011932767927646637,34.191261291503906,0.0,0.037312667816877365,0.008275583386421204,0.017104314640164375,0.7611373066902161,0.07058463245630264,0.5708635449409485,0.09096931666135788
,,,32,270,0.0,0.010145459324121475,0.010145459324121475,34.19219207763672,0.0,0.009972991421818733,0.017105283215641975,0.7611544132232666,0.07726188004016876,0.4841572344303131,0.09986010193824768,,,,,,,,,,,,
0.0,0.0,34.0,33,278,,,,,,,,,,,,0.0,0.011821972206234932,0.011821972206234932,34.191261291503906,0.0,0.03708276525139809,0.00815647654235363,0.017104314640164375,0.7611373066902161,0.07008813321590424,0.5770372748374939,0.09031228721141815
,,,33,278,0.0,0.010018208995461464,0.010018208995461464,34.19219207763672,0.0,0.009985570795834064,0.017105283215641975,0.7611544132232666,0.07717958092689514,0.4834511876106262,0.09992635250091553,,,,,,,,,,,,
0.0,0.0,35.0,34,286,,,,,,,,,,,,0.0,0.011728432960808277,0.011728432960808277,34.191261291503906,0.0,0.03690124675631523,0.008068498224020004,0.017104314640164375,0.7611373066902161,0.06945827603340149,0.5816009640693665,0.08982381969690323
,,,34,286,0.0,0.009861167520284653,0.009861167520284653,34.19218826293945,0.0,0.009883538819849491,0.017105283215641975,0.7611544728279114,0.07668334990739822,0.48875075578689575,0.09941188246011734,,,,,,,,,,,,
0.0,0.0,36.0,35,294,,,,,,,,,,,,0.0,0.011658580042421818,0.011658580042421818,34.191261291503906,0.0,0.03671585023403168,0.00795295462012291,0.017104314640164375,0.7611373066902161,0.06917095184326172,0.5875919461250305,0.08917833119630814
,,,35,294,0.0,0.009744023904204369,0.009744023904204369,34.19218826293945,0.0,0.009790957905352116,0.017105283215641975,0.7611544132232666,0.07629863172769547,0.4935774803161621,0.09894374012947083,,,,,,,,,,,,
0.0,0.0,37.0,36,302,,,,,,,,,,,,0.0,0.01151308324187994,0.01151308324187994,34.191261291503906,0.0,0.03644288331270218,0.00782548263669014,0.017104314640164375,0.7611373066902161,0.06841650605201721,0.5942011475563049,0.08846069127321243
,,,36,302,0.0,0.009660816751420498,0.009660816751420498,34.19219207763672,0.0,0.00974845141172409,0.017105283215641975,0.7611544728279114,0.0761142298579216,0.4956788122653961,0.09873179346323013,,,,,,,,,,,,
0.0,0.0,38.0,37,310,,,,,,,,,,,,0.0,0.011343362741172314,0.011343362741172314,34.191261291503906,0.0,0.03614744544029236,0.007699764333665371,0.017104314640164375,0.7611373066902161,0.06798435002565384,0.6007154583930969,0.08774726837873459
,,,37,310,0.0,0.009549354203045368,0.009549354203045368,34.19219207763672,0.0,0.009637386538088322,0.017105281352996826,0.7611544728279114,0.07563043385744095,0.5014338493347168,0.09816724807024002,,,,,,,,,,,,
0.0,0.0,39.0,38,318,,,,,,,,,,,,0.0,0.011183170601725578,0.011183170601725578,34.191261291503906,0.0,0.03583996742963791,0.007552479859441519,0.017104314640164375,0.7611373066902161,0.0672989934682846,0.6083515286445618,0.08690393716096878
,,,38,318,0.0,0.009360737167298794,0.009360737167298794,34.19219207763672,0.0,0.009616193361580372,0.017105283215641975,0.7611544728279114,0.07536591589450836,0.5026078820228577,0.09805966913700104,,,,,,,,,,,,
0.0,0.0,40.0,39,326,,,,,,,,,,,,0.0,0.01104066614061594,0.01104066614061594,34.191261291503906,0.0,0.035595834255218506,0.007450847886502743,0.017104314640164375,0.7611373066902161,0.06700225174427032,0.613622784614563,0.08631719648838043
,,,39,326,0.0,0.009234759956598282,0.009234759956598282,34.19218826293945,0.0,0.009512357413768768,0.017105283215641975,0.7611545324325562,0.07497643679380417,0.5079635381698608,0.09752828627824783,,,,,,,,,,,,
0.0,0.0,41.0,40,334,,,,,,,,,,,,0.0,0.010823946446180344,0.010823946446180344,34.191261291503906,0.0,0.03524266555905342,0.0073144021444022655,0.017104314640164375,0.7611373066902161,0.06604132056236267,0.620700478553772,0.08552306145429611
,,,40,334,0.0,0.009002827107906342,0.009002827107906342,34.19219207763672,0.0,0.009423622861504555,0.017105283215641975,0.7611544728279114,0.07463030517101288,0.512560248374939,0.09707392007112503,,,,,,,,,,,,
0.0,0.0,42.0,41,342,,,,,,,,,,,,0.0,0.01062969584017992,0.01062969584017992,34.191261291503906,0.0,0.03493373095989227,0.0071997190825641155,0.017104314640164375,0.7611373066902161,0.06570854038000107,0.6266481280326843,0.0848500058054924
,,,41,342,0.0,0.008856836706399918,0.008856836706399918,34.19219207763672,0.0,0.009386402554810047,0.017105283215641975,0.7611544132232666,0.0743609368801117,0.5145105719566345,0.09688278287649155,,,,,,,,,,,,
0.0,0.0,43.0,42,350,,,,,,,,,,,,0.0,0.010364767163991928,0.010364767163991928,34.191261291503906,0.0,0.03453756868839264,0.007068484555929899,0.017104314640164375,0.7611373066902161,0.06491003930568695,0.6334533095359802,0.08407307416200638
,,,42,350,0.0,0.008644883520901203,0.008644883520901203,34.19219207763672,0.0,0.009287958033382893,0.017105283215641975,0.7611544132232666,0.0739525556564331,0.5195908546447754,0.09637205302715302,,,,,,,,,,,,
0.0,0.0,44.0,43,358,,,,,,,,,,,,0.0,0.010109443217515945,0.010109443217515945,34.191261291503906,0.0,0.03416872397065163,0.006954966578632593,0.017104314640164375,0.7611373066902161,0.06462669372558594,0.6393377780914307,0.08339511603116989
,,,43,358,0.0,0.008626142516732216,0.008626142516732216,34.19219207763672,0.0,0.009198617190122604,0.017105283215641975,0.7611544132232666,0.07359197735786438,0.5241217017173767,0.09590722620487213,,,,,,,,,,,,
0.0,0.0,45.0,44,366,,,,,,,,,,,,0.0,0.009892056696116924,0.009892056696116924,34.191261291503906,0.0,0.033872950822114944,0.006876577623188496,0.017104314640164375,0.7611373066902161,0.06413287669420242,0.6434025764465332,0.0829237699508667
,,,44,366,0.0,0.008430265821516514,0.008430265821516514,34.19219207763672,0.0,0.009104307740926743,0.017105281352996826,0.7611544728279114,0.07323764264583588,0.529115617275238,0.09541144222021103,,,,,,,,,,,,
0.0,0.0,46.0,45,374,,,,,,,,,,,,0.0,0.009712622500956059,0.009712622500956059,34.191261291503906,0.0,0.03363397717475891,0.006817037705332041,0.017104314640164375,0.7611373066902161,0.06340362876653671,0.6464910507202148,0.08256396651268005
,,,45,374,0.0,0.008251996710896492,0.008251996710896492,34.19219207763672,0.0,0.008991898968815804,0.017105283215641975,0.7611544728279114,0.07266729325056076,0.5348973870277405,0.09482225030660629,,,,,,,,,,,,
0.0,0.0,47.0,46,382,,,,,,,,,,,,0.0,0.009645662270486355,0.009645662270486355,34.191261291503906,0.0,0.03354797139763832,0.006797991693019867,0.017104314640164375,0.7611373066902161,0.06334013491868973,0.6474788784980774,0.08244851976633072
,,,46,382,0.0,0.008157128468155861,0.008157128468155861,34.19219207763672,0.0,0.008957738988101482,0.017105283215641975,0.7611544132232666,0.07254348695278168,0.5366360545158386,0.09464365988969803,,,,,,,,,,,,
0.0,0.0,48.0,47,390,,,,,,,,,,,,0.0,0.00950262788683176,0.00950262788683176,34.191261291503906,0.0,0.033350083976984024,0.006743139121681452,0.017104314640164375,0.7611373066902161,0.06373094022274017,0.650320291519165,0.08211517333984375
,,,47,390,0.0,0.00815628282725811,0.00815628282725811,34.19219207763672,0.0,0.008932359516620636,0.017105283215641975,0.7611544132232666,0.07229799032211304,0.5380318760871887,0.09450529515743256,,,,,,,,,,,,
0.0,0.0,49.0,48,398,,,,,,,,,,,,0.0,0.0094567546620965,0.0094567546620965,34.191261291503906,0.0,0.033312562853097916,0.006751491688191891,0.017104314640164375,0.7611373066902161,0.06316854059696198,0.6498894691467285,0.08216609060764313
,,,48,398,0.0,0.008015052415430546,0.008015052415430546,34.19219207763672,0.0,0.008956655859947205,0.017105281352996826,0.7611544132232666,0.07247553020715714,0.5366847515106201,0.09463536739349365,,,,,,,,,,,,
0.0,0.0,50.0,49,406,,,,,,,,,,,,0.0,0.00940797571092844,0.00940797571092844,34.191261291503906,0.0,0.033222880214452744,0.0067105889320373535,0.017104314640164375,0.7611373066902161,0.06309130787849426,0.6520100235939026,0.08191675692796707
,,,49,406,0.0,0.007957256399095058,0.007957256399095058,34.19218826293945,0.0,0.008851667866110802,0.017105281352996826,0.7611544132232666,0.07190334796905518,0.5421613454818726,0.09407970309257507,,,,,,,,,,,,
0.0,0.0,51.0,50,414,,,,,,,,,,,,0.0,0.00939253345131874,0.00939253345131874,34.191261291503906,0.0,0.03321683779358864,0.006719987839460373,0.017104314640164375,0.7611373066902161,0.06379394233226776,0.6515203714370728,0.08197399228811264
,,,50,414,0.0,0.007997354492545128,0.007997354492545128,34.19219207763672,0.0,0.008860979229211807,0.017105283215641975,0.7611544132232666,0.07209942489862442,0.5416513085365295,0.09413018822669983,,,,,,,,,,,,
0.0,0.0,52.0,51,422,,,,,,,,,,,,0.0,0.009425584226846695,0.009425584226846695,34.191261291503906,0.0,0.033310770988464355,0.006780870724469423,0.017104314640164375,0.7611373066902161,0.06271462887525558,0.6483678817749023,0.08234468102455139
,,,51,422,0.0,0.008021412417292595,0.008021412417292595,34.19219207763672,0.0,0.008859868161380291,0.017105283215641975,0.7611544132232666,0.07214747369289398,0.5416432619094849,0.09412259608507156,,,,,,,,,,,,
0.0,0.0,53.0,52,430,,,,,,,,,,,,0.0,0.009395422413945198,0.009395422413945198,34.191261291503906,0.0,0.03318708389997482,0.0066873449832201,0.017104314640164375,0.7611373066902161,0.06307271122932434,0.6532138586044312,0.0817747637629509
,,,52,430,0.0,0.008035185746848583,0.008035185746848583,34.19219207763672,0.0,0.008856035768985748,0.017105285078287125,0.7611544728279114,0.0719924047589302,0.5418813228607178,0.09410390257835388,,,,,,,,,,,,
0.0,0.0,54.0,53,438,,,,,,,,,,,,0.0,0.009386491030454636,0.009386491030454636,34.191261291503906,0.0,0.033183395862579346,0.006692586001008749,0.017104314640164375,0.7611373066902161,0.06248122826218605,0.6529438495635986,0.08180687576532364
,,,53,438,0.0,0.007985914126038551,0.007985914126038551,34.19219207763672,0.0,0.00877317227423191,0.017105283215641975,0.7611544132232666,0.07152380049228668,0.5462503433227539,0.09365879744291306,,,,,,,,,,,,
0.0,0.0,55.0,54,446,,,,,,,,,,,,0.0,0.009341825731098652,0.009341825731098652,34.191261291503906,0.0,0.03314107283949852,0.006694929674267769,0.017104314640164375,0.7611373066902161,0.06240952014923096,0.6528223752975464,0.08182106167078018
,,,54,446,0.0,0.007998826913535595,0.007998826913535595,34.19219207763672,0.0,0.00876639038324356,0.017105283215641975,0.7611544728279114,0.07145212590694427,0.5465953350067139,0.09362442791461945,,,,,,,,,,,,
0.0,0.0,56.0,55,454,,,,,,,,,,,,0.0,0.009329968132078648,0.009329968132078648,34.191261291503906,0.0,0.03307878226041794,0.006644493900239468,0.017104314640164375,0.7611373066902161,0.06272793561220169,0.6554355621337891,0.08151225000619888
,,,55,454,0.0,0.008024360984563828,0.008024360984563828,34.19219207763672,0.0,0.00874809268862009,0.017105281352996826,0.7611544132232666,0.07146225869655609,0.547508716583252,0.09352895617485046,,,,,,,,,,,,
0.0,0.0,57.0,56,462,,,,,,,,,,,,0.0,0.0093462485820055,0.0093462485820055,34.191261291503906,0.0,0.03315315768122673,0.00670259166508913,0.017104314640164375,0.7611373066902161,0.062149908393621445,0.6524262428283691,0.08186782896518707
,,,56,462,0.0,0.008080687373876572,0.008080687373876572,34.19219207763672,0.0,0.008821453899145126,0.017105283215641975,0.7611544132232666,0.07190980762243271,0.5436777472496033,0.09392140060663223,,,,,,,,,,,,
0.0,0.0,58.0,57,470,,,,,,,,,,,,0.0,0.009356416761875153,0.009356416761875153,34.191261291503906,0.0,0.03310151398181915,0.006640780717134476,0.017104314640164375,0.7611373066902161,0.0625542625784874,0.6556286811828613,0.08148947358131409
,,,57,470,0.0,0.008115380071103573,0.008115380071103573,34.19219207763672,0.0,0.008772014640271664,0.017105281352996826,0.7611544132232666,0.0715920627117157,0.5462575554847717,0.09365642815828323,,,,,,,,,,,,
0.0,0.0,59.0,58,478,,,,,,,,,,,,0.0,0.009374799206852913,0.009374799206852913,34.191261291503906,0.0,0.03312085568904877,0.006641740445047617,0.017104314640164375,0.7611373066902161,0.06243380531668663,0.6555792689323425,0.08149537444114685
